championId,win,kills,deaths,assists,visionScore,controlWardsBought,totalGold,f10_goldPerMin,creepScore,f10_csPerMin,f10_csDiffPerMin,f10_xpPerMin,f10_xpDiffPerMin,firstBloodKill,firstBloodAssist,firstBloodTakedown,firstTowerKill,firstTowerAssist,firstTowerTakedown,team_firstDragon,team_firstHerald,team_firstBaron,team_dragonKills
39,False,1,5,4,25,2,10005,234.5,206,6.1,0.15000000000000036,338.1,-23.400000000000034,False,False,False,False,False,False,True,False,False,3
31,False,1,6,7,26,3,10016,253.4,168,7.3999999999999995,2.099999999999999,466.20000000000005,67.4,False,False,False,False,True,True,False,False,True,1
31,True,4,3,14,21,4,10088,244.3,148,5.5,-1.4000000000000004,391.70000000000005,-56.099999999999966,False,False,False,False,False,False,True,True,False,2
6,True,5,1,4,33,2,13877,264.6,265,7.0,-0.10000000000000009,502.8,35.5,False,False,False,False,False,False,True,True,True,4
31,True,1,2,10,23,5,10041,245.5,174,6.6,,423.4,,False,False,False,False,False,False,False,False,True,2
39,True,2,4,3,31,8,11845,325.9,242,7.6,2.3,435.1,82.6,False,False,False,False,False,False,True,True,True,3
39,False,2,2,1,17,1,7947,231.5,162,6.8,-1.1,442.6,1.3000000000000114,False,False,False,False,False,False,False,False,False,0
39,True,1,6,6,22,3,8469,273.29999999999995,174,7.5,,386.6,,False,False,False,False,False,False,True,False,True,2
31,False,3,4,6,24,6,9625,230.5,159,4.7,,414.9,,False,False,False,False,False,False,True,False,False,4
82,True,2,4,8,12,3,8559,286.3,153,6.5,-1.2999999999999998,409.5,-89.0,False,False,False,False,True,True,False,True,False,2
31,False,2,1,1,20,4,7448,301.7,155,7.199999999999999,1.1999999999999997,438.9,4.5,True,False,True,False,False,False,False,False,False,0
39,False,3,12,7,21,4,9895,330.79999999999995,196,6.4,,373.7,,False,False,False,False,False,False,True,True,False,1
6,False,4,6,2,23,5,12459,349.2,238,6.9,,468.5,,False,False,False,True,False,True,False,False,True,3
31,True,6,6,12,22,4,11364,314.0,117,4.6,-2.2000000000000006,431.6,51.29999999999998,False,False,False,False,True,True,True,True,False,4
39,True,4,10,9,25,3,9384,204.0,136,5.4,-3.1999999999999997,371.0,-161.7,False,False,False,False,False,False,True,False,True,3
39,True,7,1,8,46,3,16581,341.9,259,8.6,2.7,503.1,102.1,False,False,False,False,True,True,True,True,True,2
39,True,1,6,5,20,5,11965,283.7,237,7.1,-0.5999999999999996,474.09999999999997,-3.3000000000000114,False,False,False,False,False,False,False,False,True,4
39,False,3,12,1,17,7,9776,253.7,173,6.5,1.0,375.5,-75.4,False,False,False,False,False,False,False,False,False,0
39,True,2,10,6,20,6,9959,280.6,162,6.9,-0.20000000000000018,445.20000000000005,-52.79999999999998,False,False,False,False,False,False,True,True,True,4
39,False,13,4,6,33,4,13931,402.9,196,7.300000000000001,0.5000000000000004,411.7,-40.5,False,False,False,False,False,False,True,False,False,3
39,True,5,2,1,24,4,10001,366.09999999999997,194,8.6,1.9500000000000004,484.40000000000003,54.25000000000003,False,False,False,False,True,True,False,True,True,2
266,False,2,2,1,27,6,10649,253.7,214,5.9,-1.0,386.4,-90.39999999999998,False,False,False,False,False,False,False,False,True,0
31,True,5,5,10,33,9,13560,301.2,203,8.6,1.4,522.6,79.10000000000002,False,False,False,False,False,False,False,True,True,0
30,False,6,7,7,18,5,11217,240.6,172,6.2,,421.79999999999995,,False,False,False,False,False,False,True,False,False,3
30,True,4,6,9,26,4,10080,298.5,151,6.1,,470.6,,False,False,False,False,False,False,True,True,True,3
266,True,8,1,7,16,2,10255,406.5,146,5.7,0.5,424.6,102.1,True,False,True,False,False,False,True,True,False,3
6,True,9,6,15,27,4,13353,277.6,163,5.5,-1.9,442.2,-0.5999999999999943,False,False,False,False,False,False,True,False,True,2
133,True,4,1,4,18,3,10206,269.5,163,7.5,0.20000000000000018,440.2,22.399999999999977,False,False,False,True,False,True,True,True,True,3
266,True,2,4,8,14,2,8623,267.0,138,7.699999999999999,,471.1,,False,False,False,False,False,False,True,True,True,2
39,True,4,2,8,17,2,10899,387.5,203,7.8999999999999995,2.599999999999999,446.6,74.80000000000001,False,False,False,False,False,False,True,True,True,3
67,False,4,8,0,18,4,8587,247.3,147,5.800000000000001,,379.70000000000005,,False,False,False,False,False,False,False,False,False,0
31,False,6,7,3,21,2,11201,230.20000000000002,149,6.7,0.20000000000000018,447.3,-85.59999999999997,False,False,False,False,False,False,True,False,False,2
266,True,3,3,8,18,4,10572,223.3,184,6.5,0.10000000000000009,398.4,-96.70000000000002,False,False,False,False,False,False,False,True,False,2
31,True,2,9,5,33,7,9560,193.89999999999998,121,3.6999999999999997,-5.5,301.1,-214.6,False,False,False,False,False,False,True,False,True,5
133,True,9,4,7,26,3,12583,251.0,157,5.5,-3.4000000000000004,413.9,-39.10000000000005,False,False,False,False,False,False,True,True,True,4
6,False,5,6,1,25,4,10184,249.8,159,5.5,,434.20000000000005,,False,False,False,False,False,False,True,False,False,1
2,False,8,5,9,17,2,15422,340.0,238,6.8,-0.40000000000000036,449.59999999999997,12.199999999999989,False,False,False,False,False,False,True,True,False,2
266,False,1,4,4,12,3,5854,201.7,110,4.6,-2.0,367.4,-85.29999999999998,False,False,False,False,False,False,True,True,False,2
39,False,5,8,7,37,5,13982,344.0,239,6.5,2.7,412.9,87.39999999999999,True,False,True,False,False,False,True,False,False,2
82,False,2,9,2,25,3,8530,261.9,133,5.5,0.10000000000000009,395.3,-8.599999999999994,False,False,False,False,True,True,False,True,False,0
266,False,1,6,5,12,5,7397,341.6,141,8.2,,514.9,,False,False,False,False,False,False,False,False,False,2
31,True,5,6,9,44,6,14451,284.2,241,7.2,,396.1,,False,False,False,False,False,False,True,False,True,4
82,False,3,6,2,11,3,9161,303.7,172,6.6,1.2999999999999998,438.8,28.400000000000006,False,False,False,False,False,False,False,False,False,0
2,False,3,5,2,22,2,10883,264.29999999999995,209,6.8999999999999995,0.5999999999999992,413.2,32.29999999999998,False,False,False,False,False,False,False,False,False,1
31,False,1,5,5,22,4,9328,223.6,165,6.2,-0.19999999999999973,403.1,-11.099999999999994,False,False,False,False,False,False,True,False,False,3
39,False,3,3,5,14,1,12730,304.7,255,8.899999999999999,4.1,464.2,93.39999999999998,False,False,False,False,False,False,False,True,True,3
2,True,11,5,9,15,2,11866,445.0,105,4.8,,315.7,,False,False,False,False,False,False,True,True,True,4
31,False,6,8,9,21,5,12671,286.3,197,7.699999999999999,-0.3999999999999999,453.9,-51.099999999999966,False,False,False,False,False,False,True,False,False,2
31,True,2,2,8,21,2,7925,309.5,132,6.7,,489.6,,False,False,False,False,False,False,True,True,False,2
39,False,0,7,2,20,4,9997,256.9,218,7.6,,440.4,,False,False,False,False,False,False,True,True,False,1
6,False,1,6,8,30,5,10354,258.1,203,6.199999999999999,-0.7000000000000002,466.0,56.80000000000001,False,False,False,False,False,False,True,True,False,3
31,False,6,4,4,23,5,9689,316.9,173,7.9,0.20000000000000018,488.7,20.19999999999996,False,False,False,False,False,False,False,False,False,2
31,True,3,5,10,22,3,10858,228.6,182,6.300000000000001,,449.9,,False,False,False,False,False,False,True,False,False,4
31,True,2,2,5,21,4,8128,263.2,169,6.199999999999999,-2.5000000000000004,477.1,12.100000000000051,True,False,True,False,False,False,True,False,False,2
31,True,3,4,12,15,4,12221,213.2,185,5.4,-2.1,381.5,-59.00000000000003,False,False,False,False,False,False,True,True,True,2
31,False,3,7,2,10,1,8760,224.4,148,5.6,-0.4999999999999998,405.5,-16.600000000000023,False,False,False,False,False,False,True,False,False,1
31,True,1,4,12,12,1,9900,297.2,131,5.800000000000001,-1.5999999999999996,436.5,13.699999999999989,False,False,False,False,False,False,True,False,True,2
31,False,7,5,7,22,5,12014,261.1,202,5.5,-2.2,397.1,-31.99999999999997,False,False,False,False,False,False,False,False,False,1
31,True,11,1,15,41,4,16705,291.8,236,6.6000000000000005,1.2000000000000004,434.7,57.0,False,False,False,False,True,True,False,True,True,1
82,False,6,7,2,21,3,8987,412.1,130,6.9,1.2000000000000002,494.59999999999997,42.89999999999998,True,False,True,False,False,False,False,True,False,1
31,True,4,2,11,40,5,11659,262.5,176,5.2,-2.5999999999999996,419.2,-24.200000000000045,False,False,False,False,False,False,False,True,True,3
6,False,2,5,2,16,1,6974,294.1,129,6.8,-1.5,423.29999999999995,-5.700000000000017,False,False,False,False,False,False,False,False,False,0
39,True,1,5,11,20,4,8936,225.20000000000002,158,5.199999999999999,-4.7,306.7,-215.4,False,False,False,False,False,False,True,False,False,3
31,False,8,4,3,12,2,10958,326.2,166,6.6,,383.4,,False,False,False,False,False,False,False,True,False,0
39,True,4,2,2,26,3,11473,305.6,211,8.5,,446.9,,False,False,False,False,False,False,True,False,True,3
31,False,5,4,10,33,8,13998,243.5,243,7.300000000000001,-0.3999999999999999,471.0,21.60000000000005,False,False,False,False,False,False,True,False,True,3
31,True,3,0,6,22,1,9579,334.7,160,6.2,-0.7999999999999998,425.5,-3.1999999999999886,False,False,False,False,False,False,True,False,False,1
266,False,0,3,1,27,4,6472,238.0,131,6.6,,437.29999999999995,,False,False,False,False,False,False,False,True,False,2
54,False,2,3,3,21,4,8145,245.8,142,4.6,,396.7,,False,False,False,False,False,False,False,True,False,0
31,True,4,5,16,23,6,11176,288.9,139,6.2,0.7000000000000004,424.6,-54.5,False,False,False,False,False,False,False,True,True,1
6,True,11,3,8,30,4,17136,309.9,221,6.0,-0.5,404.5,11.099999999999994,False,False,False,False,False,False,True,False,True,3
266,False,7,6,7,30,6,12092,290.8,180,6.300000000000001,-0.7000000000000002,406.8,-42.900000000000006,False,False,False,False,False,False,True,False,False,4
31,False,3,6,12,29,6,12217,223.2,180,6.4,0.8000000000000003,414.5,-12.300000000000011,False,False,False,False,False,False,False,False,True,2
6,False,5,7,6,23,3,8714,182.1,108,3.2,-3.8000000000000003,281.4,-191.29999999999998,False,False,False,False,False,False,False,False,False,0
111,False,1,4,6,37,6,5643,224.6,34,1.4,,202.8,,False,False,False,False,False,False,False,False,False,0
6,True,4,4,9,15,3,8170,225.60000000000002,82,4.0,-3.1,351.5,-95.99999999999997,False,False,False,False,False,False,False,False,True,2
39,False,2,6,4,23,4,9648,243.89999999999998,183,7.1,-1.6000000000000005,391.79999999999995,-69.40000000000003,False,False,False,False,False,False,False,False,False,1
31,True,3,2,10,24,5,10520,254.9,136,6.4,-1.5999999999999996,424.2,-25.100000000000023,False,False,False,False,False,False,True,False,True,3
6,False,0,7,4,18,2,6875,243.2,120,5.8,,371.79999999999995,,False,False,False,False,False,False,False,False,False,0
133,False,5,6,12,28,6,14351,274.8,216,4.800000000000001,-1.4,383.6,-43.60000000000002,False,False,False,False,True,True,True,True,True,3
6,True,6,2,8,22,5,13168,292.8,188,7.6,2.6999999999999997,453.29999999999995,97.89999999999998,False,False,False,True,False,True,False,True,True,2
31,True,1,6,11,25,2,10070,226.0,176,5.2,-2.4,379.7,-79.90000000000003,False,False,False,False,False,False,True,True,True,1
266,True,9,3,12,30,5,14719,240.1,186,5.1,-1.8999999999999997,412.1,14.399999999999977,False,False,False,False,False,False,False,True,True,3
82,False,0,5,2,19,2,8732,225.10000000000002,147,6.199999999999999,-0.20000000000000018,400.6,56.099999999999994,False,False,False,False,False,False,True,True,True,3
266,True,12,2,13,25,4,13101,324.6,158,6.1,,450.4,,False,False,False,False,False,False,True,False,True,3
6,True,8,2,6,38,3,14121,318.9,201,6.4,-0.20000000000000018,426.70000000000005,49.900000000000006,False,False,False,True,False,True,False,True,True,2
6,True,4,9,11,31,4,14312,219.6,228,5.8,,384.1,,False,False,False,False,False,False,False,False,True,3
6,True,10,5,10,32,4,13509,297.1,169,5.9,-1.2999999999999998,442.2,-10.599999999999994,False,False,False,False,False,False,False,False,True,1
82,False,4,5,3,19,3,8029,240.5,128,4.9,-1.9,345.0,-101.69999999999999,False,False,False,False,False,False,False,False,False,0
31,False,3,6,4,23,1,9487,236.8,130,5.699999999999999,-2.0,421.6,-50.799999999999955,False,False,False,False,False,False,False,True,False,0
31,True,6,2,12,27,5,11463,281.1,155,6.8,1.0999999999999999,434.5,24.399999999999977,False,False,False,False,False,False,True,False,True,3
31,True,4,4,4,18,5,8851,262.7,113,6.1,-0.6999999999999997,427.7,-22.69999999999999,False,False,False,False,False,False,True,True,True,2
39,False,6,4,4,28,6,13549,306.1,245,7.1,0.9999999999999996,424.79999999999995,-32.20000000000002,False,False,False,False,False,False,False,False,False,1
6,True,2,3,6,27,1,9625,200.2,150,4.5,-2.5,339.6,-91.20000000000002,False,False,False,False,False,False,False,False,True,2
31,True,3,3,10,27,4,10036,249.0,170,7.3999999999999995,-1.100000000000001,440.0,-58.400000000000006,False,False,False,False,False,False,True,True,True,4
31,False,5,6,8,20,5,11068,225.8,160,6.0,-1.9999999999999996,438.3,-28.399999999999977,False,False,False,False,False,False,True,False,False,1
31,False,0,5,2,8,0,6391,254.10000000000002,135,7.300000000000001,,464.3,,False,False,False,False,False,False,True,False,False,1
74,False,1,1,0,21,3,7028,259.70000000000005,157,6.199999999999999,-2.3000000000000003,479.5,8.699999999999989,False,False,False,False,False,False,False,True,False,3
31,True,2,2,12,26,6,11332,274.5,167,6.1,,397.1,,False,False,False,False,False,False,True,False,True,4
31,True,2,3,12,33,4,11178,260.9,180,7.5,,465.9,,False,False,False,True,False,True,True,True,True,3
31,True,3,5,12,42,5,12853,230.5,208,6.0,-1.8000000000000003,423.20000000000005,-29.69999999999996,False,False,False,False,False,False,False,False,False,3
6,False,5,6,8,53,7,11667,315.8,187,6.6,0.0,395.0,-4.199999999999989,False,False,False,False,False,False,False,True,False,0
6,True,3,3,4,15,0,9729,218.6,158,5.2,-2.2,354.7,-52.30000000000001,False,False,False,False,False,False,False,True,True,2
39,False,1,7,2,6,3,6849,197.7,134,3.8,-3.8,294.4,-228.1,False,False,False,False,False,False,False,False,False,0
6,False,4,5,3,25,2,8320,258.1,139,6.7,0.5,427.7,42.29999999999998,False,False,False,False,False,False,False,False,False,0
82,True,9,2,5,21,2,13195,278.9,171,6.6000000000000005,1.2000000000000006,455.0,26.30000000000001,False,False,False,False,True,True,False,True,True,3
82,True,7,8,14,30,4,16567,279.9,212,6.699999999999999,-0.5,524.6,84.60000000000002,False,False,False,False,True,True,True,True,True,3
6,True,13,3,4,41,4,16735,328.0,241,7.1,-0.10000000000000009,420.0,-33.900000000000006,False,False,False,False,False,False,False,True,True,4
31,True,5,2,8,28,7,11734,255.1,182,6.0,-0.19999999999999973,428.1,23.900000000000006,False,False,False,False,False,False,True,True,True,4
133,False,5,7,2,22,5,9852,311.9,179,7.1,0.8999999999999999,414.70000000000005,-22.99999999999997,False,False,False,False,False,False,True,False,False,1
266,False,5,8,4,22,5,10077,272.20000000000005,134,5.2,,390.7,,False,False,False,False,False,False,True,False,True,1
6,True,6,2,7,24,5,11291,298.2,175,7.3,0.49999999999999956,451.9,25.200000000000017,False,False,False,False,False,False,False,True,True,1
31,False,1,6,7,17,5,8199,240.29999999999998,158,6.5,0.6000000000000001,401.9,-60.599999999999994,False,False,False,False,False,False,False,False,False,0
6,True,10,3,7,32,4,15989,380.3,214,6.1,0.5000000000000004,449.8,97.80000000000001,False,False,False,False,False,False,False,True,True,3
6,False,2,4,2,13,3,6602,229.70000000000002,120,6.2,-1.9000000000000004,375.8,-138.6,False,False,False,False,False,False,False,False,False,0
31,True,9,1,9,25,4,11873,332.6,165,6.9,-0.9000000000000004,484.8,37.10000000000002,False,False,False,False,False,False,True,True,True,4
54,True,6,3,7,25,3,10953,303.6,143,6.2,,447.1,,False,False,False,False,False,False,True,False,True,4
6,True,3,7,9,46,4,13397,232.0,196,6.0,-2.6000000000000005,405.6,-86.80000000000001,False,False,False,True,False,True,True,True,False,4
6,False,6,5,2,27,4,9779,320.0,176,6.1,-0.7999999999999996,522.7,58.0,False,False,False,False,False,False,False,False,False,0
31,False,7,3,5,27,4,12604,333.2,192,5.6,,471.8,,True,False,True,False,True,True,False,True,False,1
6,True,8,6,5,25,3,13588,262.2,206,6.4,0.0,416.1,46.599999999999994,False,False,False,False,False,False,True,True,True,4
6,True,3,3,5,24,3,10669,229.0,160,5.699999999999999,-2.5000000000000004,429.6,-64.79999999999998,False,False,False,False,False,False,False,False,True,2
31,False,0,4,7,22,3,8312,218.39999999999998,135,4.2,-4.2,350.9,-143.0,False,False,False,False,False,False,False,True,False,1
6,True,11,3,21,47,6,18432,278.8,258,7.800000000000001,,500.1,,False,False,False,True,False,True,False,True,False,3
6,True,8,1,3,23,4,12095,368.79999999999995,172,6.7,,425.3,,False,False,False,False,False,False,True,True,True,3
6,True,4,4,9,26,3,12151,277.0,203,6.9,-1.2999999999999998,495.70000000000005,-45.79999999999998,False,False,False,True,False,True,True,True,False,3
31,True,4,7,11,17,4,11922,221.60000000000002,138,1.9,,290.3,,False,False,False,False,True,True,True,True,True,4
6,True,16,2,5,19,2,16698,349.0,218,8.2,4.1000000000000005,492.40000000000003,177.8,False,False,False,False,False,False,False,True,True,2
6,False,2,3,2,16,3,7021,213.6,131,4.8,,322.6,,False,False,False,False,False,False,False,False,False,0
82,False,2,9,4,18,3,9518,218.7,162,4.6,,344.7,,False,False,False,False,False,False,True,False,True,3
74,False,6,7,5,35,3,14344,295.3,222,8.2,,491.1,,False,False,False,False,False,False,False,False,False,1
39,True,2,1,10,28,4,12125,228.89999999999998,228,6.1,,402.8,,False,False,False,True,False,True,False,True,True,2
6,False,4,8,6,46,6,16609,288.7,286,7.0,,459.0,,True,False,True,True,False,True,True,True,True,3
266,True,7,3,12,34,9,12738,221.5,163,5.9,-1.9,409.5,-39.5,False,False,False,False,False,False,True,False,True,3
31,False,0,4,3,17,3,7206,216.7,157,4.800000000000001,-3.4,407.6,-52.19999999999999,False,False,False,False,False,False,True,False,False,1
6,True,7,0,5,25,3,12414,303.1,220,8.8,2.0999999999999996,475.6,76.80000000000001,False,False,False,True,False,True,True,False,True,3
31,False,1,7,4,41,5,10067,246.2,173,6.6,0.39999999999999947,456.70000000000005,25.0,False,False,False,False,False,False,False,True,True,2
39,True,4,4,5,23,2,11306,284.3,219,7.6,0.6999999999999997,457.0,37.89999999999998,False,False,False,False,False,False,False,True,True,1
31,False,6,6,8,37,5,13318,279.5,206,5.300000000000001,,406.3,,False,False,False,False,False,False,False,False,False,2
82,True,5,4,8,31,5,10837,228.3,166,4.6,,358.7,,False,False,False,False,False,False,True,True,True,3
6,True,1,5,7,18,2,9533,251.5,169,6.6,0.49999999999999933,406.0,-30.600000000000023,False,False,False,False,False,False,False,False,False,1
31,False,11,8,9,24,1,17015,313.5,210,5.2,-1.4999999999999996,395.6,-92.89999999999995,True,False,True,False,False,False,True,True,True,2
6,True,6,6,11,25,4,12178,216.8,196,5.5,-2.3,422.4,-28.5,False,False,False,False,False,False,True,False,False,5
39,True,4,2,8,12,3,10806,247.10000000000002,187,7.800000000000001,-0.49999999999999956,389.5,-99.69999999999999,False,False,False,False,False,False,True,False,True,1
