championID,winRate,games,avgKills,avgDeaths,avgAssists,avgVisionScore,avgTotalCS,avgF10goldPerMin,avgF10csPerMin,avgF10xpPerMin
8,0.5,6,2.0,4.166666666666667,3.6666666666666665,19.833333333333332,202.66666666666666,229.6833333333333,5.8999999999999995,396.3
